EC / List No.,CAS No.,Name,Registration Type,Submission Type,Total Tonnage Band,Dossier ID,Link
917-215-9,,"Reaction mass of 2,2'-Oxydiethanol, propoxylated and Formaldehyde, polymer with benzenamine and 2-methyloxirane",Full,Joint Submission,Tonnage Data Confidential,DISS-9fffdb4d-6ffc-62e8-e044-00144f67d031,Dossier
917-282-4,,"Reaction mass of 2-(2-(2-butoxyethoxy)ethoxy)ethyl 5-isocyanato-2-methylphenylcarbamate, 2-(2-(2-butoxyethoxy)ethoxy)ethyl 3-isocyanato-4-methylphenylcarbamate and 2-(2-(2-butoxyethoxy)ethoxy)ethyl 3-isocyanato-2-methylphenylcarbamate",Intermediate,Joint Submission,Intermediate Use Only,DISS-a1336850-3095-5bbf-e044-00144f67d031,Dossier
917-473-2,188416-34-4,"(2RS,3SR)-2-(2,4-difluorophenyl)-3-(5-fluoro-4-pyrimidinyl)-1-(1H-1,2,4-triazol-1-yl)-2-butanol (1R)-10-camphorsulphonate",Intermediate,Joint Submission,Intermediate Use Only,DISS-a20fad17-b071-2142-e044-00144f67d031,Dossier
917-488-4,,"Hydrocarbons, C13-C15, n-alkanes, isoalkanes, cyclics, < 2% aromatics",Full,Joint Submission,"10,000 - 100,000 tonnes per annum",DISS-9c8165c6-b6ad-5ab5-e044-00144f67d249,Dossier
917-554-2,2941-23-3,2-amino-1-cyclopentene-1-carbonitrile,Intermediate,Individual Submission,Intermediate Use Only,DISS-e7627168-f6f1-63fd-e044-00144f67d031,Dossier
917-709-4,17438-89-0,"1-DECENE, DIMER",Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-d019a564-70cc-4b24-e044-00144f67d249,Dossier
917-780-1,1176286-43-3,"Fatty acids, soybean oil, conjugated",Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-dffb4072-e4c4-47ae-e044-00144f67d031,Dossier
917-818-7,73344-75-9,"(3,4-Dimethoxy-bicyclo[4.2.0]octa-1,3,5-trien-7-yl)-methylamine",Intermediate,Individual Submission,Intermediate Use Only,DISS-b8dd452e-f213-74f3-e044-00144f67d031,Dossier
917-828-1,,"Hydrocarbons, C14-C17, n-alkanes, <2% aromatics",Full,Joint Submission,"100,000 - 1,000,000 tonnes per annum",DISS-9c8016d9-55fe-4ed8-e044-00144f67d249,Dossier
918-139-9,1228577-90-9,"1,2-Diaminotoluene, propoxylated",Full,Joint Submission,"10,000 - 100,000 tonnes per annum",DISS-9ff5c8cd-814c-0db6-e044-00144f67d031,Dossier
918-168-7,,"Anode, copper",Intermediate,Joint Submission,Intermediate Use Only,DISS-9ff95f82-4fc1-242a-e044-00144f67d031,Dossier
918-257-0,,Butanol Sammelprodukt 33.,Intermediate,Individual Submission,Intermediate Use Only,DISS-a00100ce-8fa1-145f-e044-00144f67d031,Dossier
918-271-7,,"Hydrocarbons, C12-C13, isoalkanes, cyclics, <2% aromatics",Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-dffb4072-e49d-47ae-e044-00144f67d031,Dossier
918-452-0,,"black copper, copper smelting",Intermediate,Joint Submission,Intermediate Use Only,DISS-9fe90f21-026a-179f-e044-00144f67d031,Dossier
918-481-9,,"Hydrocarbons, C10-C13, n-alkanes, isoalkanes, cyclics, < 2% aromatics",Full,Joint Submission,"100,000 - 1,000,000 tonnes per annum",DISS-9c81fbd4-0e07-4ffd-e044-00144f67d249,Dossier
918-594-3,,red phosphorus,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-9ebc0201-2545-5adb-e044-00144f67d031,Dossier
918-668-5,,"Hydrocarbons, C9, aromatics",Full,Joint Submission,"100,000 - 1,000,000 tonnes per annum",DISS-9fec79a4-612c-1535-e044-00144f67d031,Dossier
918-811-1,,"Hydrocarbons, C10, aromatics, <1% naphthalene",Full,Joint Submission,"10,000 - 100,000 tonnes per annum",DISS-9fe6d88b-2a63-4a94-e044-00144f67d031,Dossier
918-939-8,1180558-15-9,potassium (2R)-2-[4-[[5-trifluoromethyl-2-pyridinyl]oxy]phenoxy]propanoate,Intermediate,Individual Submission,Intermediate Use Only,DISS-a2160cb7-6045-15a3-e044-00144f67d031,Dossier
918-973-3, ,Not Applicable,Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-9c81b222-4aad-1a39-e044-00144f67d249,Dossier
919-006-8, ,Not Applicable,Full,Joint Submission,"10,000 - 100,000 tonnes per annum",DISS-9c7f642b-b7bf-4377-e044-00144f67d249,Dossier
919-029-3,,"Hydrocarbons, C16-C20, n-alkanes, isoalkanes, cyclics, <2% aromatics",Full,Joint Submission,"10,000 - 100,000 tonnes per annum",DISS-9c838b80-0c5a-0d1a-e044-00144f67d249,Dossier
919-164-8,,"Hydrocarbons, C10-C13, n-alkanes, isoalkanes, cyclics, aromatics (2-25%)",Full,Joint Submission,"10,000 - 100,000 tonnes per annum",DISS-97d9a0ad-e848-0b2c-e044-00144f67d031,Dossier
919-218-0,72162-47-1,3-[3-(decylalkyl-(branched)oxy)propylamino]propiononitrile,Intermediate,Joint Submission,Intermediate Use Only,DISS-dffb4072-e406-47ae-e044-00144f67d031,Dossier
919-274-6,,"4-poly(propyl), benzene sulfonic acid_x000D_
",Intermediate,Individual Submission,Intermediate Use Only,DISS-9ff16113-baa2-6abb-e044-00144f67d031,Dossier
919-284-0,,"Hydrocarbons, C10, aromatics, >1% naphthalene",Full,Joint Submission,"100,000 - 1,000,000 tonnes per annum",DISS-c4c67b80-bbd8-14c4-e044-00144f67d031,Dossier
919-446-0,,"Hydrocarbons, C9-C12, n-alkanes, isoalkanes, cyclics, aromatics (2-25%)",Full,Joint Submission,"100,000 - 1,000,000 tonnes per annum",DISS-9c7b2cdb-19cb-6c95-e044-00144f67d249,Dossier
919-559-5,,"Leach of products of roasting of ""slags, steelmaking, vanadium""",Intermediate,Individual Submission,Intermediate Use Only,DISS-a1346695-a26d-6273-e044-00144f67d031,Dossier
919-583-6,,"cupro, copper processing",Intermediate,Joint Submission,Intermediate Use Only,DISS-9ff2146e-ef72-5551-e044-00144f67d031,Dossier
919-594-6,,2-Ethylhexenal Sumpf ENAL zur Rückstandskolonne,Intermediate,Individual Submission,Intermediate Use Only,DISS-9fdb9fb6-b8d1-30f3-e044-00144f67d031,Dossier
919-857-5,,"Hydrocarbons, C9-C11, n-alkanes, isoalkanes, cyclics, <2% aromatics",Full,Joint Submission,"100,000 - 1,000,000 tonnes per annum",DISS-9ea6d0e3-73da-6220-e044-00144f67d031,Dossier
920-031-1,,-,Full,Joint Submission,"10,000 - 100,000 tonnes per annum",DISS-b6b3945d-ebc2-2bdf-e044-00144f67d031,Dossier
920-107-4,,"Hydrocarbons, C12-C15, n-alkanes, isoalkanes, cyclics, < 2% aromatics",Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-9c8266b8-02ea-26fd-e044-00144f67d249,Dossier
920-114-2,,"Hydrocarbons, C14-C19, isoalkanes, cyclics, <2% aromatics",Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-9c7a559a-802e-4a34-e044-00144f67d249,Dossier
920-134-1,,"Hydrocarbons, C9-C11, isoalkanes, cyclics, <2% aromatics_x000D_
",Full,Joint Submission,"10,000 - 100,000 tonnes per annum",DISS-97d7d209-1004-2341-e044-00144f67d031,Dossier
920-191-2,,"Hydrocarbons, C6-C10, n-alkanes, isoalkanes, > 5% n-hexane",Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-9ff79802-0902-1b34-e044-00144f67d031,Dossier
920-205-7,,"tert-Butyl ((7R,9R)-9-{2-[2-(4-fluorophenyl)-5-isopropyl-3-phenyl-4-(phenylcarbamoyl)-1H-pyrrol-1-yl]ethyl}-6,10-dioxasprio[4.5]dec-7yl)acetate",Intermediate,Joint Submission,Intermediate Use Only,DISS-d016dcf2-b2ef-254f-e044-00144f67d249,Dossier
920-274-3,,"Hydrocarbons, C10-14 (even numbered), n-alkanes, isoalkanes, <2% aromatic",Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-9c7bc1b8-2dae-6446-e044-00144f67d249,Dossier
920-360-0,,"Hydrocarbons, C14-C18, n-alkanes, isoalkanes, cyclics, aromatics (2-30 %)",Full,Joint Submission,"10,000 - 100,000 tonnes per annum",DISS-937ef155-47a1-380c-e044-00144f67d249,Dossier
920-427-4,,Zorgol 48,Intermediate,Individual Submission,Intermediate Use Only,DISS-9fefbb98-3094-738d-e044-00144f67d031,Dossier
920-632-9,,"Slags, nickel smelting",Full,Joint Submission,"100,000 - 1,000,000 tonnes per annum",DISS-a214ad5e-f16f-5c78-e044-00144f67d031,Dossier
920-750-0,,"Hydrocarbons, C7-C9, n-alkanes, isoalkanes, cyclics",Full,Joint Submission,"10,000 - 100,000 tonnes per annum",DISS-9ff2ba8a-737e-38a3-e044-00144f67d031,Dossier
920-762-6,,UVCB substance : iupac name is not available,Full,Individual Submission,"10,000 - 100,000 tonnes per annum",DISS-a21397c5-475b-6cb5-e044-00144f67d031,Dossier
920-901-0, ,Not Applicable,Full,Joint Submission,"10,000 - 100,000 tonnes per annum",DISS-9c7c17cb-5bc3-2ab6-e044-00144f67d249,Dossier
920-979-6,,"tert-Butyl [(7R,9R)-9-(cyanomethyl)-6,10-dioxaspiro[4.5]dec-7-yl]acetate",Intermediate,Joint Submission,Intermediate Use Only,DISS-d0198df0-6f2f-3b09-e044-00144f67d249,Dossier
921-024-6,,"Hydrocarbons, C6-C7, n-alkanes, isoalkanes, cyclics, <5% n-hexane_x000D_
",Full,Joint Submission,"10,000 - 100,000 tonnes per annum",DISS-9fe37180-c466-4ee6-e044-00144f67d031,Dossier
921-050-8,,"Hydrocarbons, C13-C15, n-alkanes, isoalkanes, cyclics, < 2% aromatics",Full,Joint Submission,"10,000 - 100,000 tonnes per annum",DISS-9c7b9e59-d053-4a67-e044-00144f67d249,Dossier
921-493-7,,"Combustion product from Tank 105 (106), organic phase",Intermediate,Individual Submission,Intermediate Use Only,DISS-9ffd2b20-5e28-53dd-e044-00144f67d031,Dossier
921-577-3,,"Hydrocarbons, C5, n-alkanes, isoalkanes",Full,Joint Submission,"10,000 - 100,000 tonnes per annum",DISS-9fe7931c-638a-38ba-e044-00144f67d031,Dossier
921-728-3,,"Hydrocarbons, C7-C9, isoalkanes",Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-9fe76616-1ce7-1f98-e044-00144f67d031,Dossier
921-820-3,,"Distilled acetalization product between glucose and C12, C14, C18, C20 ,C22 alcohol",Full,Individual Submission,"100 - 1,000 tonnes per annum",DISS-ba7df3cc-5ca5-150b-e044-00144f67d031,Dossier
921-836-0,,"Fatty acids, C16-18 (even numbered) and C18-unsatd., adipic acid esters with pentaerythritol",Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-dffb4072-e32d-47ae-e044-00144f67d031,Dossier
921-874-8,,"N*4*-(3-Chloro-4-fluoro-phenyl)-7-[(S)-(tetrahydro-furan-3-yl)oxy]-quinazoline-4,6-diamine",Intermediate,Individual Submission,Intermediate Use Only,DISS-b2c99163-29f1-49b7-e044-00144f67d031,Dossier
921-909-7,,"1,4-dichloro-2-(1,1,2,3,3,3-hexafluoropropoxy)benzene",Intermediate,Individual Submission,Intermediate Use Only,DISS-9ff2d14a-419d-4440-e044-00144f67d031,Dossier
922-028-0,,"8-Bromo-7-but-2-ynyl-3-methyl-1-(4-methyl-quinazolin-2-ylmethyl)-3,7-dihydro-purine-2,6-dione",Intermediate,Individual Submission,Intermediate Use Only,DISS-bde085a5-b871-5033-e044-00144f67d031,Dossier
922-114-8,,"Hydrocarbons, C5-C6, n-alkanes, isoalkanes, <5% n-hexane",Full,Individual Submission,"100 - 1,000 tonnes per annum",DISS-e7627168-f706-63fd-e044-00144f67d031,Dossier
922-153-0,,"Hydrocarbons, C10-C13, aromatics, <1% naphthalene",Full,Joint Submission,"10,000 - 100,000 tonnes per annum",DISS-9ff6110e-0293-340a-e044-00144f67d031,Dossier
922-178-7,,Distilled acetalization product between glucose and C12-18(even numbered)alcohol,Full,Individual Submission,10 - 100 tonnes per annum,DISS-ba7dc6a7-4f87-0bea-e044-00144f67d031,Dossier
922-240-3,,MD-Abgasvorlage B1007,Intermediate,Individual Submission,Intermediate Use Only,DISS-9fe92760-f4e1-25fe-e044-00144f67d031,Dossier
922-576-0,1184182-45-3,"N-acetyl-L-glutamic acid-1-((7S)-3,4-dimethoxybicyclo[4.2.0]octa-1,3,5-trien-7-yl)methanamine monohydrate_x000D_
",Intermediate,Individual Submission,Intermediate Use Only,DISS-c4c476b6-6585-10bd-e044-00144f67d031,Dossier
922-642-9,,"Cement, purification of copper electrolyte",Intermediate,Joint Submission,Intermediate Use Only,DISS-9fe2206c-c542-1217-e044-00144f67d031,Dossier
922-670-1,,"Sulfuric Acid, waste gas washing, copper smelting",Intermediate,Joint Submission,Intermediate Use Only,DISS-a2160a0a-a275-137d-e044-00144f67d031,Dossier
922-676-4,,L-2-(Benzyl-methyl-amino)-1-(3-hydroxy-phenyl)-ethanol,Intermediate,Individual Submission,Intermediate Use Only,DISS-d38d4d4f-c671-1fe5-e044-00144f67d249,Dossier
922-716-0,,"Products of roasting of ""slags, steelmaking, vanadium""",Intermediate,Individual Submission,Intermediate Use Only,DISS-76fd452e-b44a-32bc-e044-00144f26965e,Dossier
923-037-2, ,Not Applicable,Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-9c834dfb-0236-574a-e044-00144f67d249,Dossier
923-108-8,,"2-ethyl-2-(hydroxymethyl)propane-1,3-diol, propoxylated, reaction product with methyl 3-oxobutanoate",Intermediate,Individual Submission,Intermediate Use Only,DISS-d6b18356-a777-48fd-e044-00144f67d031,Dossier
923-192-6,,sodium 2-(4-methoxybiphenyl-3-yl)hydrazinesulfonate,Intermediate,Joint Submission,Intermediate Use Only,DISS-d38d52a2-eb1e-2738-e044-00144f67d249,Dossier
923-201-3,,"Propanol, oxybis-, oligomeric reaction products with 1,1'-methylenebis[isocyanatobenzene], propylene glycol monomethacrylate-blocked",Full,Individual Submission,"100 - 1,000 tonnes per annum",DISS-e7627168-f711-63fd-e044-00144f67d031,Dossier
923-250-0,156755-23-6,"6-Bromo-3,4-dihydro-4-phenyl-2H-1-benzopyran-2-one",Intermediate,Individual Submission,Intermediate Use Only,DISS-b2c9a280-95b1-4da2-e044-00144f67d031,Dossier
923-400-5,,"UVCB substance, no IUPAC name available",Full,Individual Submission,"100 - 1,000 tonnes per annum",DISS-e7627168-f79b-63fd-e044-00144f67d031,Dossier
923-418-3,,acetalization product between glucose and C14 alcohol,Full,Individual Submission,10 - 100 tonnes per annum,DISS-ba7e0345-0926-18a8-e044-00144f67d031,Dossier
923-511-9,,Inorganic residual from kraft or soda pulping separated from green liquor in the chemical recovery cycle.,Full,Joint Submission,"1,000,000 - 10,000,000 tonnes per annum",DISS-9d9b268d-83ea-0395-e044-00144f67d249,Dossier
923-583-1,,"Hydrocarbons, C14-C20, n-alkanes, <2% aromatics",Full,Joint Submission,1 - 10 tonnes per annum,DISS-9c7b7db6-9e50-33b1-e044-00144f67d249,Dossier
923-592-0,,"Shale oils, light",Full,Joint Submission,"10,000 - 100,000 tonnes per annum",DISS-9d87337d-57a9-2b39-e044-00144f67d249,Dossier
923-725-2,,"L-threonine, fermentation products byproduct",Full,Individual Submission,"1,000 - 10,000 tonnes per annum",DISS-a21522b0-916d-4b2b-e044-00144f67d031,Dossier
923-908-7,,Acetalization products between glucose and C12/18(even numbered)alcohol,Full,Individual Submission,"100 - 1,000 tonnes per annum",DISS-ba7e405b-ff18-254f-e044-00144f67d031,Dossier
923-981-5,,(E)-4-Dimethylamino-but-2-enoic acid [4-(3-chloro-4-fluoro-phenyl-amino)-7-((S)-(tetrahydrofuran-3-yl)oxy)-quinazoline-6-yl]-amide,Intermediate,Individual Submission,Intermediate Use Only,DISS-b2c9863f-d897-47a2-e044-00144f67d031,Dossier
924-055-3,,Man-made vitreous (silicate) fibres with random orientation with alkaline oxide and alkali earth oxide (Na2O+K2O+CaO+ MgO+BaO) content greater than 18 % by weight,Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-a21033db-92cc-158c-e044-00144f67d031,Dossier
924-149-4,125109-84-4,3-(3-(prop-1-en-2-yl)phenyl)butanal,Intermediate,Joint Submission,Intermediate Use Only,DISS-e1a0ab01-db97-2fde-e044-00144f67d031,Dossier
924-152-0,,"L-ornithine, fermentation products",Intermediate,Individual Submission,Intermediate Use Only,DISS-e7627168-f843-63fd-e044-00144f67d031,Dossier
924-168-8,,"Hydrocarbons, C6-C7, n-alkanes, isoalkanes, cyclics, >5% n-hexane",Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-9ff78466-fb93-10dd-e044-00144f67d031,Dossier
924-803-9,,"Hydrocarbons, C11-C14, n-alkanes, <2% aromatics",Full,Joint Submission,"10,000 - 100,000 tonnes per annum",DISS-9c7cfbb0-0460-5e77-e044-00144f67d249,Dossier
924-885-6,,(4-methoxybiphenyl-3-yl)hydrazine hydrochloride,Intermediate,Joint Submission,Intermediate Use Only,DISS-d38d530e-a9a8-2760-e044-00144f67d249,Dossier
924-903-2,1190401-47-8,"Hexamethylene diisocyanate, oligomerisation product, blocked with N-butyl-1-butanamine",Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-dcee9a69-be1b-2847-e044-00144f67d031,Dossier
924-945-1,144900-34-5,"4-(2,2-dichlorocyclopropyl)phenyl acetate",Intermediate,Individual Submission,Intermediate Use Only,DISS-abd7f5a6-1782-1dfc-e044-00144f67d249,Dossier
925-037-8,,"Fatty alcohols, manuf. of, by-products from",Intermediate,Individual Submission,Intermediate Use Only,DISS-c4c40fd3-4440-5565-e044-00144f67d031,Dossier
925-259-5,140921-24-0,"1,6-hexanediyl-bis(2-(2-(1-ethylpentyl)-3-oxazolidinyl)ethyl)carbamate",Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-e18edfe9-0317-58ce-e044-00144f67d031,Dossier
925-292-5,,"Hydrocarbons, C6, n-alkanes, iso-alkanes, cyclics, n-hexane rich",Full,Joint Submission,"100,000 - 1,000,000 tonnes per annum",DISS-a00179f3-dad6-5273-e044-00144f67d031,Dossier
925-312-2,,"3-((1-Methyl-2-((4-(5-oxo-4,5-dihydro-1,2,4-oxadiazol-3-yl)-phenylamino)-methyl)-1H-benzimidazole-5-carbonyl)-pyridin-2-yl-amino)-propionic acid ethyl ester Diacetate",Intermediate,Joint Submission,Intermediate Use Only,DISS-a20f7254-c00e-665e-e044-00144f67d031,Dossier
925-395-5,,(3-Chloro-4-fluoro-phenyl)-{6-nitro-7-[(S)-(tetrahydro-furan-3-yl)oxy]-quinazolin-4-yl}-amine,Intermediate,Individual Submission,Intermediate Use Only,DISS-b2c92834-c2d1-3375-e044-00144f67d031,Dossier
925-406-3,,not available,Intermediate,Individual Submission,Intermediate Use Only,DISS-9fe4615d-2805-59ca-e044-00144f67d031,Dossier
925-653-7, ,Not Applicable,Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-9c800d4a-c43d-46a3-e044-00144f67d249,Dossier
925-701-7,,"Epoxides C12-16 (even numbered), reaction product with ethylene glycol",Intermediate,Individual Submission,Intermediate Use Only,DISS-d38d58ac-f97d-2b28-e044-00144f67d249,Dossier
925-768-2,,"3-[(4-amino-2-methylpyrimidin-5-yl)methyl]-5-(2-hydroxyethyl)-4-methyl-1,3-thiazol-3-ium sulfate",Intermediate,Individual Submission,Intermediate Use Only,DISS-a64f23d5-2863-5606-e044-00144f67d249,Dossier
925-894-8,,"Hydrocarbons, C9-C11, cyclics, <2% aromatics",Full,Joint Submission,1 - 10 tonnes per annum,DISS-97d7c57c-3da8-20b0-e044-00144f67d031,Dossier
926-000-9,,"(Reaction product of 4-[2-(4-hydroxyphenyl)propan-2-yl]phenol, 2-(2-hydroxyethylamino)ethanol and formaldehyde), propoxylated",Full,Individual Submission,"100 - 1,000 tonnes per annum",DISS-d6b195e7-7698-513b-e044-00144f67d031,Dossier
926-099-9,,No IUPAC name allocated,Full,Joint Submission,"1,000,000 - 10,000,000 tonnes per annum",DISS-a20ff2ce-1643-54e6-e044-00144f67d031,Dossier
926-191-9,,"Hexamethylene diisocyanate, oligomers, reaction products with N-(3-trimethoxysilyl)propylbutylamine and Bis-(Trimethoxysilylpropyl)amine",Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-dffb4072-e282-47ae-e044-00144f67d031,Dossier
926-273-4,64742-94-5,"Hydrocarbons, C10-C13, aromatics, >1% naphthalene",Full,Joint Submission,"10,000 - 100,000 tonnes per annum",DISS-c2ecc300-168f-495c-e044-00144f67d031,Dossier
926-540-5,,"3-acetylamino-5-(2-hydroxy-ethylcarbamoyl)-2,4,6-triiodo-benzoate ammonium",Intermediate,Joint Submission,Intermediate Use Only,DISS-e5a0779b-8b9d-00b9-e044-00144f67d031,Dossier
926-564-6,,"2,2',6,6'-Tetrabromo-4,4'-isopropylidenediphenol, oligomeric reaction products with Propylene oxide and n-butyl glycidyl ether",Full,Individual Submission,"100 - 1,000 tonnes per annum",DISS-e7627168-f861-63fd-e044-00144f67d031,Dossier
926-571-4,,"4,4'-isopropylidenediphenol, condensation product with diphenyl carbonate",Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-c4c613ab-8984-5a00-e044-00144f67d031,Dossier
926-605-8,,"Hydrocarbons, C6-C7, isoalkanes, cyclics, <5% n-hexane",Full,Joint Submission,"10,000 - 100,000 tonnes per annum",DISS-9fdc3da9-5a47-126a-e044-00144f67d031,Dossier
926-771-1,,No IUPAC name assigned,Full,Joint Submission,"10,000 + tonnes per annum",DISS-9ff7688e-9691-0107-e044-00144f67d031,Dossier
927-033-1,,"Hydrocarbons, C7-C8, cyclics",Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-9fe78e29-7542-3675-e044-00144f67d031,Dossier
927-186-4,,N-[[-2[[[(4-Aminoiminomethyl)phenyl]amino]methyl]-1-methyl-1H-benzimidazol-5-yl]carbonyl]-N-2-pyridinyl-beta-alaninethylester p-toluolsulfonat,Intermediate,Joint Submission,Intermediate Use Only,DISS-9fe4bd9d-b8b3-15c4-e044-00144f67d031,Dossier
927-241-2, ,Not Applicable,Full,Joint Submission,"10,000 - 100,000 tonnes per annum",DISS-9c81f9f0-e0b9-4ee5-e044-00144f67d249,Dossier
927-285-2,,"Hydrocarbons, C11-C14, isoalkanes, cyclics, <2% aromatics",Full,Joint Submission,"10,000 - 100,000 tonnes per annum",DISS-97d9eb8b-6efe-19eb-e044-00144f67d031,Dossier
927-431-5,,"3-Acetoxy-17,17-(2,2-dimethyltrimethylenedioxy)androst-3,5-diene",Intermediate,Individual Submission,Intermediate Use Only,DISS-b2c935ec-ee6a-36a4-e044-00144f67d031,Dossier
927-442-5,,Ethylendiaminetetraacetic acid ferrous sodium,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-e5a0779b-8b2d-00b9-e044-00144f67d031,Dossier
